bookID,title,authors,average_rating,isbn,  num_pages,publication_date,publisher,
4424,An Unfinished Life: John F. Kennedy  1917-1963,Robert Dallek,4.07,316907928,849,5/4/04,Back Bay Books,
4434,Sellevision,Augusten Burroughs,3.56,1843543648,229,1/1/06,Atlantic,
4435,Dry,Augusten Burroughs,4.03,1843541858,295,3/1/05,Atlantic,
4436,Running with Scissors,Augusten Burroughs,3.72,1843544857,320,11/4/06,Atlantic Books,
4451,People of the Lie: The Hope for Healing Human Evil,M. Scott Peck,3.98,684848597,272,1/2/98,Touchstone,
4454,The Road Less Traveled: A New Psychology of Love  Traditional Values  and Spiritual Growth,M. Scott Peck,4.05,743243153,318,2/4/03,Touchstone,
4465,The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.36,1842055062,189,1/1/04,Geddes & Grosset,
4472,A Prayer for Owen Meany,John Irving,4.23,679642595,641,6/4/02,Modern Library,
4477,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande/Susanne Kuhlmann-Krieg,4.26,312421702,270,4/1/03,Picador USA,
4479,Sad Underwear and Other Complications: More Poems for Children and Their Parents,Judith Viorst/Richard  Hull,3.91,689833768,80,4/1/00,Atheneum Books for Young Readers,
4487,Bridget Jones: The Edge Of Reason (Bridget Jones #2),Helen Fielding,3.57,033036734X,422,11/18/99,Picador  Macmillan Publishers Ltd,
4488,Bridget Jones's Guide to Life,Helen Fielding,3.49,142000213,64,4/1/01,Penguin Books,
4515,Las luces de septiembre (Niebla  #3),Carlos Ruiz Zafón,3.77,8423671267,279,10/1/05,Edebé,
4519,A Framework for Understanding Poverty,Ruby K. Payne,3.9,1929229488,199,2/9/06,AHA! Process,
4520,El príncipe de la niebla (Trilogía de la Niebla  #1),Carlos Ruiz Zafón,3.7,61284386,230,11/21/06,Rayo,
4524,The Shadow of the Wind,Carlos Ruiz Zafón/Lucia Graves,4.26,753819317,403,10/28/04,Phoenix,
4525,Ruby for Rails: Ruby Techniques for Rails Developers,David A. Black/David Heinemeier Hansson,3.77,1932394699,493,5/11/06,Manning Publications,
4540,About the B'nai Bagels,E.L. Konigsburg,3.57,440400341,172,3/1/85,Dell,
4579,The Far Side of Evil,Sylvia Engdahl,3.98,142402931,324,1/13/05,Firebird,
4580,Enchantress from the Stars,Sylvia Engdahl/Lois Lowry,3.95,142500372,304,2/24/03,Firebird,
4583,Everything Is Illuminated,Jonathan Safran Foer,3.9,60792175,276,8/23/05,Harper Perennial,
4584,Everything Is Illuminated,Jonathan Safran Foer,3.9,141008253,276,6/5/03,Penguin Group,
4588,Extremely Loud and Incredibly Close,Jonathan Safran Foer,3.98,618711651,326,4/4/06,Mariner Books,
4591,Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,4.04,60894083,344,5/30/06,Harper Perennial,
4593,Bioinformatics: Sequence and Genome Analysis,David W. Mount,3.86,879697121,692,8/16/04,Cold Spring Harbor Laboratory Press,
4595,The Genome War: How Craig Venter Tried to Capture the Code of Life and Save the World,James Shreeve,3.83,345433742,392,6/28/05,Ballantine Books,
4599,Carter Beats the Devil,Glen David Gold,4.09,786886323,483,9/18/02,Hyperion,
4600,Moo  Baa  La La La!,Sandra Boynton,4.2,689861133,14,9/6/04,Simon & Schuster Childrens Books,
4601,Click  Clack  Moo: Cows That Type,Doreen Cronin/Betsy Lewin,4.24,743461517,30,6/1/03,Pocket Books,
4602,Dooby Dooby Moo,Doreen Cronin/Betsy Lewin,4.1,689845073,40,8/8/06,Atheneum Books for Young Readers,
4605,Moo,Jane Smiley,3.46,2743604913,482,6/1/99,Rivages,
4606,Sailor Moo: Cow at Sea,Lisa Wheeler/Ponder Goembel,4.07,689842198,32,7/1/02,Atheneum/Richard Jackson Books,
4608,CliffsNotes on Heller's Catch-22,Charles A. Peek/CliffsNotes/Joseph Heller,3.55,822002965,48,12/31/75,Cliffs Notes,
4610,Catch-22,Joseph Heller,3.98,99477319,519,10/6/94,Vintage,
4620,Geisha,Liza Dalby,4,520204956,367,10/1/98,University of California Press,
4623,Does Anything Eat Wasps?: And 101 Other Unsettling  Witty Answers to Questions You Never Thought You Wanted to Ask,New Scientist/Mick O'Hare,3.52,743297261,224,4/5/06,Atria Books,
4624,Chronik eines angekündigten Todes,Gabriel García Márquez/Curt Meyer-Clason,3.97,3462031953,119,8/1/02,Kiepenheuer & Witsch,
4625,The Complete Short Stories of Ernest Hemingway,Ernest Hemingway/John Hemingway/Patrick Hemingway/Gregory H. Hemingway/Charles Scribner Jr.,4.29,684843323,650,8/3/98,Scribner,
4626,Hemingway & Bailey's Bartending Guide to Great American Writers,Mark Bailey/Edward Hemingway,3.9,1565124820,97,10/13/06,Algonquin Books,
4627,For Whom The Bell Tolls,Ernest Hemingway,3.97,99481561,490,5/5/05,Vintage Classics,
4631,A Moveable Feast,Ernest Hemingway,4.04,99285045,192,9/6/12,Vintage,
4633,Islands in the Stream,Ernest Hemingway,3.88,743253426,448,7/22/03,Scribner,
4637,Berlin Blues,Sven Regener/John Brownjohn,3.87,99449234,247,11/4/04,Vintage,
4641,The Short Stories,Ernest Hemingway,4.26,684837862,464,7/25/02,Scribner Classics,
4642,Hemingway's Cats: An Illustrated Biography,Carlene Fredericka Brennen/Hilary Hemingway,3.82,1561643424,185,1/1/05,Pineapple Press,
4651,The Ernest Hemingway Audio Collection,Ernest Hemingway/Charlton Heston,4.3,694524980,4,5/8/01,Caedmon,
4653,Until I Find You,John Irving,3.63,552773123,928,8/1/06,Black Swan,
4654,The Imaginary Girlfriend,John Irving,3.42,345458265,208,12/3/02,Ballantine Books,
4656,The Fourth Hand,John Irving,3.31,345463153,368,4/29/03,Fawcett Books,
4657,The Water-Method Man,John Irving,3.35,034541800X,272,6/23/97,Ballantine Books,
4658,Setting Free the Bears,John Irving,3.3,345417984,304,6/23/97,Ballantine Books,
4660,The 158-Pound Marriage,John Irving,3.24,345417968,176,6/23/97,Ballantine Books,
4662,The Short Stories,F. Scott Fitzgerald/Matthew J. Bruccoli,4.23,684842505,800,4/15/98,Scribner,
4664,A Life in Letters,F. Scott Fitzgerald/Matthew J. Bruccoli,4.22,684801531,528,5/3/95,Scribner,
4666,On Authorship,F. Scott Fitzgerald/Matthew J. Bruccoli/Judith S. Baughman,3.75,1570031460,203,9/1/96,University of South Carolina Press,
4669,The St. Paul Stories of F. Scott Fitzgerald,F. Scott Fitzgerald/Dave Page/Patricia Hampl,4,873515129,328,9/24/04,Minnesota Historical Society Press,
4670,Tender is the Night,F. Scott Fitzgerald/Arnold Goldman/Richard Godden,3.82,141183594,400,6/28/01,Penguin Classics,
4673,The Great Gatsby,Kathleen Parkinson/F. Scott Fitzgerald,3.88,140771972,144,11/25/03,Penguin Global,
4674,The Great Gatsby,F. Scott Fitzgerald/Tim Robbins,3.91,60098910,6,10/1/02,Caedmon,
4675,The Great Gatsby,F. Scott Fitzgerald/Alexander Scourby,3.91,1572702567,4,3/13/02,Audio Partners,
4676,Cliffs Notes on Fitzgerald's the Great Gatsby,Kate Maurer/F. Scott Fitzgerald/CliffsNotes,3.7,764586017,96,6/5/00,Cliffs Notes,
4677,The Great Gatsby,F. Scott Fitzgerald,3.91,140620184,188,1/13/94,Penguin Books,
4680,Limitations (Kindle County Legal Thriller #7),Scott Turow,3.33,312426453,208,11/14/06,Picador,
4681,Reversible Errors (Kindle County Legal Thriller #6),Scott Turow,3.83,446612626,553,11/1/03,Warner Vision,
4682,The Laws Of Our Fathers (Kindle County Legal Thriller #4),Scott Turow,3.75,446604402,817,9/1/97,Grand Central Publishing,
4683,Personal Injuries (Kindle County Legal Thriller #5),Scott Turow,3.86,446608602,528,12/1/00,Warner Books (NY),
4685,One L: The Turbulent True Story of a First Year at Harvard Law School,Scott Turow,3.67,446673781,288,9/1/97,Warner Books (NY),
4686,Ultimate Punishment,Scott Turow,3.81,031242373X,176,8/1/04,St. Martins Press-3PL,
4692,The Physician (Cole Family Trilogy  #1),Noah Gordon,4.37,751503894,720,7/1/01,Little  Brown Book Group,
4693,Matters of Choice (Cole Family Trilogy  #3),Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,3.39,451187261,448,5/1/97,Signet,
4695,The Rabbi,Noah Gordon,3.69,449214540,448,8/12/87,Fawcett,
4696,The Last Jew,Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,4.1,312300530,352,8/15/00,St. Martin's Griffin,
4698,The Frequencies,Noah Eli Gordon,4.32,974016713,81,1/1/03,Tougher Disguises,
4700,Chamán (Familia Cole  #2),Noah Gordon/Elsa Mateo,4.12,849654642X,768,6/30/06,Zeta Bolsillo,
4703,The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon,3.31,307275698,60,4/11/06,Vintage,
4704,Ocean Star Express,Mark Haddon/Peter   Sutton,3.57,000664600X,32,7/1/02,HarperCollins UK,
4714,The Damned and the Beautiful: American Youth in the 1920's,Paula S. Fass,3.76,195024923,520,2/19/78,Oxford University Press  USA,
4717,This Side of Paradise (Paradise  #1),Steven L. Layne,3.73,1589802543,224,3/31/05,Pelican Publishing,
4723,Trimalchio,F. Scott Fitzgerald/James L.W. West III,4.42,521890470,214,4/25/02,Cambridge University Press,
4738,Souvenir of Canada 2,Douglas Coupland,3.83,1553650433,144,5/10/04,Douglas  McIntyre,
4739,Souvenir of Canada,Douglas Coupland,3.85,1550549170,144,7/1/02,Douglas  McIntyre,
4742,The Illustrated Art of War,Sun Tzu/Samuel B. Griffith,3.97,019518999X,272,10/15/05,Oxford University Press  USA,
4745,World War 3 Illustrated: Confrontational Comics,Scott   Cunningham/Peter Kuper/Seth Tobocman/Sabrina Jones,3.85,1568580398,256,10/17/95,Running Press,
4746,Master Index: An Illustrated Guide,Time-Life Books,3.56,809447967,175,9/1/93,Time-Life Books  Inc.,
4752,A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas,4.23,345420691,166,3/24/98,Del Rey,
4764,Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,Robert L. O'Connell/John    Batchelor,3.75,684844079,400,8/27/02,Free Press,
4767,Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,George Lucas,3.92,345431103,150,4/21/99,Del Rey Books,
4777,Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry/Phillip de ste. Croix,4.14,806127945,224,10/15/95,University of Oklahoma Press,
4796,The Winter of Our Discontent,John Steinbeck/Susan Shillinglaw,3.99,143039482,336,8/26/08,Penguin Classics,
4799,Cannery Row,John Steinbeck,4.04,014200068X,181,2/5/02,Penguin Books,
4801,The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck/Elaine Steinbeck/Robert DeMott,4.41,1883011159,1088,9/1/96,Library of America,
4802,Tortilla Flat,John Steinbeck,3.83,141185112,154,9/7/00,Penguin Classics,
4803,The Log from the Sea of Cortez,John Steinbeck/Richard Astro,3.84,141186070,288,1/18/01,Penguin Books Ltd,
4805,The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/William J.H. Andrewes/William J. H. Andrewes,3.97,802775934,224,10/1/03,Walker Books,
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/Neil Armstrong,3.97,802714625,192,10/1/05,Walker Books,
4808,Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg/Jeanne Clidas,3.53,516277650,32,9/1/03,Children's Press(CT),
4812,The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,4.5,964432900,437,10/1/96,Collection of Historical Scientific Instruments,
4813,1421: The Year China Discovered America,Gavin Menzies,3.6,006054094X,650,1/1/04,Harper Perennial (NYC),
4817,Dr. Desirable,Kristi Gold,3.27,373764219,192,1/25/02,Silhouette Desire,
4820,Mayflower: A Story of Courage  Community  and War,Nathaniel Philbrick,3.87,670037605,461,5/9/06,Viking,
4824,Before the Mayflower: A History of Black America,Lerone Bennett Jr.,4.44,874850916,796,10/23/03,Johnson Publishing Company (IL),
4829,Before The Mayflower A History of Black America,Lerone Bennett Jr.,4.44,140072144,70,5/1/84,Penguin Books,
4830,Shalimar the Clown,Salman Rushdie,3.88,679783482,398,10/10/06,Random House Trade,
4832,Midnight's Children,Salman Rushdie,3.98,330267140,463,4/8/82,Picador,
4835,Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie/Paul Birkbeck,4.01,670886580,224,8/27/99,Viking Children's Books,
4836,Fury,Salman Rushdie,3.29,99421860,272,9/5/02,Vintage,
4845,Code Complete,Steve McConnell,4.29,735619670,914,6/19/04,Microsoft Press,
4864,Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,4.17,1578660394,538,6/15/98,Galahad Books,
4866,How to Stop Worrying and Start Living,Dale Carnegie,4.12,671035975,358,10/5/04,Gallery Books,
4870,How To Enjoy Your Life And Your Job,Dale Carnegie/Dorothy Carnegie,3.96,671708260,224,1/2/90,Pocket Books,
4873,The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie/Stuart R. Levine/Michael A. Crom,4.08,671519980,256,5/1/95,Pocket Books,
4887,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward,4.09,465016901,144,7/22/08,Basic Books,
4888,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,4.09,046501691X,118,6/1/83,Basic Books,
4894,Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard,3.8,91883768,96,2/7/02,Vermilion,
4898,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim/Renée Mauborgne,3.91,1591396190,240,2/1/05,Harvard Business Review Press,
4900,Heart of Darkness,Joseph Conrad,3.42,1892295490,188,10/1/03,Green Integer,
4906,Heart of Darkness and Other Tales,Joseph Conrad/Cedric Watts,3.58,192801724,225,9/25/03,Oxford University Press,
4907,Heart of Darkness,Joseph Conrad,3.42,159224646X,132,5/1/03,Wildside Press,
4909,Teacher Man (Frank McCourt  #3),Frank McCourt,3.75,743243781,272,9/19/06,Scribner,
4916,Angela's Ashes,Frank McCourt,4.11,7718721,224,12/17/98,Simon & Schuster,
4921,Three Men in a Boat (Three Men  #1),Jerome K. Jerome,3.89,140621334,185,10/1/94,Penguin Books,
4922,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,486451100,144,6/16/06,Dover Publications,
4924,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,1904919529,272,3/1/05,Collectors Library,
4925,Three Men in a Boat,Jerome K. Jerome,3.89,141441216,178,3/25/04,Penguin Classics,
4926,Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome/Jeremy Lewis,4.08,140437509,400,11/25/99,Penguin Classics,
4929,Kafka on the Shore,Haruki Murakami/Philip Gabriel,4.14,1400079276,467,1/3/06,Vintage International,
4933,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,4.32,451527348,736,6/1/99,Signet Classics,
4934,The Brothers Karamazov,Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky,4.32,374528373,796,6/14/02,Farrar  Straus and Giroux,
4935,The Brothers Karamazov,Fyodor Dostoyevsky/David McDuff,4.32,140449248,1013,2/27/03,Penguin Books Ltd,
4936,The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32,679729259,796,9/3/91,Vintage Books USA,
4938,The Brothers Karamazov,Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.,4.32,1596440791,16,5/1/05,Hovel Audio,
4940,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus,4.32,159308045X,720,7/25/04,Barnes  Noble Classics,
4942,CliffsNotes on Dostoevsky's The Brothers Karamazov,James Lamar Roberts/Gary Carey,3.5,764538136,96,1/10/03,Cliffs Notes,
4943,Hungry Planet,Peter Menzel/Faith D'Aluisio,4.44,1580086810,288,10/1/05,Material World,
4944,The Very Hungry Caterpillar,Eric Carle,4.29,399226907,13,3/23/94,Philomel Books,
4945,The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,Don    Wood,4.32,859533301,32,9/1/96,Child's Play International,
4947,One Hundred Hungry Ants,Elinor J. Pinczes/Bonnie Mackain,4.05,395971233,32,9/27/99,HMH Books for Young Readers,
4950,The Hungry Tide,Amitav Ghosh,3.95,061871166X,333,6/7/06,Mariner Books,
4951,Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,3.96,452270839,224,9/1/93,Plume,
4952,What Is the What,Dave Eggers,4.16,1932416641,475,10/18/06,McSweeney's,
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,375725784,485,2/13/01,Vintage,
4954,You Shall Know Our Velocity!,Dave Eggers,3.63,1400033543,401,7/1/03,Vintage,
4955,How We Are Hungry,Dave Eggers,3.75,1400095565,224,10/11/05,Vintage,
4956,How We Are Hungry: Stories,Dave Eggers,3.75,1932416137,218,10/13/04,McSweeney's,
4963,Merry Christmas  Stinky Face,Lisa McCourt/Cyd Moore,3.97,439635772,32,10/1/04,Scholastic,
4964,Love You Until--,Lisa McCourt/Cyd Moore,4.5,809166585,32,12/3/05,Paulist Press,
4965,Year of Wonders,Geraldine Brooks,4.01,142001430,358,4/30/02,Penguin Books,
4966,The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,Tanya Remer Altmann/American Academy of Pediatrics,3.51,553804766,224,9/26/06,Bantam Books,
4978,Wolves of the Calla (The Dark Tower  #5),Stephen King/Bernie Wrightson,4.18,141651693X,931,2/1/06,Pocket Books,
4979,A Man Without a Country,Kurt Vonnegut Jr./Daniel Simon,4.07,081297736X,160,1/16/07,Random House Trade Paperbacks,
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,385333846,275,1/12/99,Dial Press,
4983,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,4.35,791071685,258,12/19/02,Chelsea House Publications,
4986,God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.,3.84,743422007,80,5/22/01,Washington Square Press,
4987,Jailbird,Kurt Vonnegut Jr.,3.82,385333900,310,1/12/99,Dial Press Trade Paperback,
4988,Fates Worse Than Death,Kurt Vonnegut Jr.,3.87,425134067,240,9/1/92,Berkley,
4989,The Red Tent,Anita Diamant,4.17,312353766,336,11/1/05,St. Martin's Press,
4990,Inside the Red Tent,Sandra Hack Polaski,3.96,827230281,100,7/1/06,Chalice Press,
4991,Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,4.13,826415741,88,9/7/04,Bloomsbury Academic,
4997,La Jeune fille à la perle,Tracy Chevalier/Marie-Odile Fortier-Masek,3.88,2070417948,313,3/16/02,Gallimard,
4999,Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark,4.14,674023854,776,9/29/06,Belknap Press of Harvard University Press,
5004,Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,3.68,786918144,397,3/1/01,Wizards of the Coast,
5005,Berlin: The Downfall  1945,Antony Beevor,4.29,670886955,489,1/1/02,Viking Books,
5008,El azul de la virgen,Tracy Chevalier,3.66,8466313591,411,10/1/04,Punto de Lectura,
5015,Saturday,Ian McEwan,3.63,1400076196,289,4/11/06,Anchor,
5027,I Love Saturdays y domingos,Alma Flor Ada/Elivia Savadier,4.05,068987409X,32,9/1/04,Atheneum Books for Young Readers,
5051,A Dangerous Fortune,Ken Follett,4.05,330332651,596,2/19/99,MacMillan General Books,
5053,The Man From St. Petersburg,Ken Follett,3.88,451208706,320,6/3/03,NAL,
5055,Night Over Water,Ken Follett,3.82,451211472,448,4/6/04,NAL,
5057,The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,3.95,375760946,319,8/9/05,Random House Trade,
5061,La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto,Marcia Angell,3.95,9580493510,324,12/1/06,Norma,
5062,Jackdaws,Ken Follett,3.97,451219597,416,12/5/06,NAL,
5065,Whiteout,Ken Follett/David Tennant,3.58,1405052716,4,9/1/06,MacMillan Audio,
5066,Jackdaws,Ken Follett,3.97,451207521,496,11/26/02,Signet,
5069,Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,4.1,1421508656,208,12/12/06,VIZ Media LLC,
5071,Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,4.12,1421504332,208,6/13/06,VIZ Media LLC,
5073,Gunnm Last Order  Tome 01,Yukito Kishiro,4.06,2723439801,200,11/27/02,Glénat,
5077,Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,4.11,1556432461,240,9/4/97,North Atlantic Books,
5084,My Life in France,Julia Child/Alex Prud'Homme,4.17,1400043468,336,4/4/06,Knopf Publishing Group,
5089,A Short History of Nearly Everything (Illustrated Edition),Bill Bryson,4.21,385663552,624,10/5/10,Anchor Canada,
5094,The Drawing of the Three (The Dark Tower  #2),Stephen King,4.23,451210859,463,8/5/03,Signet,
5102,The Handmaid's Tale,Margaret Atwood/Valerie Martin,4.11,307264602,350,10/17/06,Everyman's Library,
5104,The Handmaid's Tale,Margaret Atwood,4.11,435124099,308,9/1/09,Heinemann Library,
5107,The Catcher in the Rye,J.D. Salinger,3.8,316769177,277,1/30/01,Back Bay Books,
5111,The Catcher in the Rye - Barron's Book Notes,Barron's,3.72,812034074,120,10/1/84,Barron's Educational Series,
5113,Franny and Zooey,J.D. Salinger,3.98,316769029,201,1/30/01,Back Bay Books,
5114,Raise High the Roof Beam  Carpenters & Seymour: An Introduction,J.D. Salinger,4.11,316766941,256,1/30/01,Back Bay Books,
5128,The Doors of Perception & Heaven and Hell,Aldous Huxley,3.92,60595183,187,5/4/04,Harper Perennial Modern Classics,
5129,Brave New World,Aldous Huxley,3.99,60929871,288,9/1/98,HarperPerennial / Perennial Classics,
5130,Island,Aldous Huxley,3.83,60085495,354,7/30/02,Harper Perennial Classics,
5131,The Perennial Philosophy,Aldous Huxley,4.19,006057058X,336,4/13/04,Harper Perennial Modern Classics,
5132,Huxley and God: Essays on Religious Experience,Aldous Huxley/Huston Smith/Jacqueline Hazard Bridgeman,4.3,824522524,320,3/1/03,The Crossroad Publishing Company,
5134,Moksha: Writings on Psychedelics & the Visionary Experience,Aldous Huxley/Michael Horowitz/Cynthia Palmer,4.19,892817585,304,4/1/99,Park Street Press,
5135,Point Counter Point,Aldous Huxley,3.86,1564781313,432,10/1/96,Dalkey Archive Press,
5136,After Many a Summer Dies the Swan,Aldous Huxley,3.75,1566630185,368,1/1/93,Ivan R. Dee Publisher,
5137,The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,4.12,141183780,281,2/1/00,Penguin Classics,
5139,The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger,3.74,307275558,432,5/30/06,Anchor Books,
5144,Arundhati Roy's The God of Small Things: A Reader's Guide,Julie Mullaney,4.01,826453279,96,3/30/02,Bloomsbury Academic,
5148,A Separate Peace,John Knowles/David Levithan,3.57,743253973,208,9/30/03,Scribner,
5157,Black and Blue,Anna Quindlen,3.88,385333137,288,8/25/10,Delta Publishing,
5158,A Virtuous Woman,Kaye Gibbons,3.69,375703063,165,11/5/97,Vintage,
5159,Here on Earth,Alice Hoffman,3.69,425169693,336,7/1/99,Berkley,
5160,The Heart of a Woman,Maya Angelou,4.2,375500723,288,5/17/97,Random House,
5161,The Deep End of the Ocean (Cappadora Family  #1),Jacquelyn Mitchard,3.87,140286276,464,10/1/99,Penguin Books,
5167,Cane River,Lalita Tademy,4.06,446678457,522,4/1/02,Grand Central Publishing,
5168,Where the Heart Is,Billie Letts,4.02,446672211,376,6/1/98,Grand Central Publishing,
5169,Oprah Winfrey,Katherine E. Krohn,3.79,822550008,128,1/1/02,Lerner Publications,
5171,Drowning Ruth,Christina Schwarz,3.74,345439104,368,7/31/01,Ballantine Books,
5174,Fall on Your Knees,Ann-Marie MacDonald,3.96,743466527,672,10/29/02,Pocket Books,
5175,What Looks Like Crazy on an Ordinary Day (Idlewild  #1),Pearl Cleage,3.73,038079487X,244,11/1/98,Harper Perennial,
5176,While I Was Gone,Sue Miller,3.69,345443284,304,5/12/00,Ballantine Books,
5179,Mother of Pearl,Melinda Haynes,3.69,671774670,465,6/1/00,Washington Square Press,
5186,Breath  Eyes  Memory,Edwidge Danticat,3.88,037570504X,234,5/18/98,Vintage,
5187,The Book of Ruth,Jane Hamilton,3.85,385265700,328,12/1/89,Anchor Books,
5190,Open House,Elizabeth Berg,3.7,345435168,272,5/1/01,Ballantine Books,
5191,The Pilot's Wife,Anita Shreve,3.52,316601950,304,3/30/99,Back Bay Books,
5196,Tara Road,Maeve Binchy,3.9,440235596,648,7/18/00,Dell,
5197,A Lesson Before Dying,Ernest J. Gaines,3.95,375702709,256,9/28/97,Vintage,
5198,Paradise,Toni Morrison,3.8,452280397,318,4/1/99,Plume (Penguin Books Ltd),
5202,The Treasure Hunt: A Little Bill Book,Bill Cosby/Varnette P. Honeywood,3.34,590956183,40,9/1/97,Cartwheel,
5203,She's Come Undone,Wally Lamb,3.88,671021001,465,6/28/98,Pocket,
5204,We Were the Mulvaneys,Joyce Carol Oates,3.73,452282829,454,9/1/97,Plume,
5205,A Map of the World,Jane Hamilton/Frank  Muller/C.J. Critt,3.81,385720106,400,12/3/99,Anchor Books,
5207,Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,3.91,006019491X,399,10/6/99,Harper,
5209,The Meanest Thing To Say,Bill Cosby/Varnette P. Honeywood/Varnette Hon Eywood,3.54,590956167,40,9/1/97,Cartwheel,
5210,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,743272935,357,9/15/04,Washington Square Press,
5211,A Fine Balance,Rohinton Mistry,4.36,140003065X,603,11/30/01,Vintage,
5212,The Best Way to Play: A Little Bill Book,Bill Cosby/Varnette P. Honeywood/Varnette Honeywood,3.49,590956175,40,9/1/97,Cartwheel,
5213,White Oleander,Janet Fitch,3.96,316284955,480,5/1/00,Back Bay Books,
5214,Cry  the Beloved Country,Alan Paton,3.9,743262174,316,11/1/03,Scribner,
5215,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,60740450,458,1/20/04,Harper Perennial,
5216,Song of Solomon,Toni Morrison,4.06,452260116,337,9/1/87,Plume,
5217,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,1417735988,417,2/1/06,Turtleback Books,
5219,The Bluest Eye,Toni Morrison,4.03,452282195,216,4/27/00,Plume Books,
5220,The Poisonwood Bible,Barbara Kingsolver,4.06,60930535,546,10/1/99,Harper Perennial,
5230,Vergeef me,Wally Lamb/Inge de Heer,4.18,9022530078,744,7/1/01,De Boekerij,
5237,The Crusader: Ronald Reagan and the Fall of Communism,Paul Kengor,4.23,61136905,432,10/17/06,Harper,
5240,Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,Dinesh D'Souza,4.13,684848236,304,2/23/99,Free Press,
5249,Ethan Frome and Summer,Edith Wharton/Elizabeth Strout,3.86,375757287,274,5/8/01,Modern Library,
5255,Collected Stories  1891-1910,Edith Wharton/Maureen Howard,4.26,1883011930,928,1/29/01,Library of America,
